0 1747 STOKES AVE SW, ATLANTA, GA, 30310 
3391 2828 WEBB BRIDGE RD, ALPHARETTA, GA, 30009 
3392 251 COOPER LAKE RD SE, MABLETON, GA, 30126 
3393 9555 LAKEVIEW CIR, UNION CITY, GA, 30291 
3394 500 ALSTONEFIELD DR, MILTON, GA, 30004 
3395 1912 DALTON WAY, HAMPTON, GA, 30228 
3396 2202 POLAR ROCK PL SW, ATLANTA, GA, 30315 
3397 182 WOODWIND WAY, JONESBORO, GA, 30238 
3398 49 LESLIE ST NE, ATLANTA, GA, 30307 
3399 640 JEFFERSON AVE, FAYETTEVILLE, GA, 30214 
3400 5970 SHILOH WOODS DR, CUMMING, GA, 30040 
3401 425 COLOGNE DR SE, ATLANTA, GA, 30354 
3402 553 WREN WALK, STONE MOUNTAIN, GA, 30087 
3403 5930 ABBOTTS RUN TRL, JOHNS CREEK, GA, 30097 
3404 222 LAMPKIN ST, ATLANTA, GA, 30312 
3405 2440 GATEBURY CIR, ATLANTA, GA, 30341 
3406 16160 BIRMINGHAM HWY, MILTON, GA, 30004 
3407 1047 ANNAZANES CT, ALPHARETTA, GA, 30004 
3408 4145 DUSTIN DR NW, ACWORTH, GA, 30101 
3409 4379 TREE HAVEN DR NE, ATLANTA, GA, 30342 
3410 4395 SAGEBRUSH DR, KENNESAW, GA, 30152 
3411 2384 RODGERS DR SE, CONYERS, GA, 30094 
3412 222 TARA COMMONS DR, LOGANVILLE, GA, 30052 
3413 116 OLD FERRY WAY, ROSWELL, GA, 30076 
3414 650 GLEN IRIS DR NE, ATLANTA, GA, 30308 
3415 12 SERENITY CT, HOSCHTON, GA, 30548 
3416 385 ELEANOR ST SE, ATLANTA, GA, 30317 
3417 170 HEATHERDEN AVE, FAYETTEVILLE, GA, 30214 
3418 3415 REGENT PL SW, ATLANTA, GA, 30311 
3419 3337 HABERSHAM RD NW, ATLANTA, GA, 30305 
3420 273 MARTIN DR, JONESBORO, GA, 30238 
3421 1832 VAUXHALL DR, LITHONIA, GA, 30058 
3422 382 SPRING WALK TRCE, LAWRENCEVILLE, GA, 30046 
3423 950 OHARA DR, JONESBORO, GA, 30236 
3424 1153 MIDWAY RD, POWDER SPGS, GA, 30127 
3425 2000 MARVIN LN SW, ATLANTA, GA, 30311 
3426 970 HUBBARD ST SW, ATLANTA, GA, 30310 
3427 168 FAYETTE AVE, JONESBORO, GA, 30236 
3428 2885 MAYFAIR DR, CUMMING, GA, 30040 
3429 270 MILLBROOK VILLAGE DR, TYRONE, GA, 30290 
3430 710 REDRIFT CT, ALPHARETTA, GA, 30005 
3431 113 HAGER DR, RIVERDALE, GA, 30274 
3432 394 W OAKS TRL, WOODSTOCK, GA, 30188 
3433 1232 FISCHER TRCE, CUMMING, GA, 30041 
3434 2943 LYNDA PL, DECATUR, GA, 30032 
3435 747 RALPH MCGILL BLVD NE, ATLANTA, GA, 30312 
3436 2644 FARN DR, ELLENWOOD, GA, 30294 
3437 3211 SANDUSKY DR, DECATUR, GA, 30032 
3438 3046 POWDER WAY, MARIETTA, GA, 30008 
3439 1212 MERLIN AVE SE, ATLANTA, GA, 30317 
3440 715 SHANNON RD SE, LOGANVILLE, GA, 30052 
3441 2755 ROCKCLIFF RD SE, ATLANTA, GA, 30316 
3442 5220 CEDAR SHOALS DR, BUFORD, GA, 30519 
3443 217 HOBBS ST, AVONDALE EST, GA, 30002 
3444 2532 KENNETH ST, MARIETTA, GA, 30066 
3445 785 EDGEWOOD AVE NE, ATLANTA, GA, 30307 
3446 3289 BEECH DR, DECATUR, GA, 30032 
3447 4450 ANDERSON RD, STONE MOUNTAIN, GA, 30083 
3448 3202 MATHIESON DR NE, ATLANTA, GA, 30305 
3449 2203 KNOLL DR, DECATUR, GA, 30032 
3450 4501 MILLSTONE WALK DR NE, BUFORD, GA, 30519 
3451 505 KEMBLE LN, PEACHTREE CITY, GA, 30269 
3452 6465 SHERWOOD TRL, AUSTELL, GA, 30168 
3453 1715 WEE KIRK RD SE, ATLANTA, GA, 30316 
3454 10010 GRINDENWALD CT, JONESBORO, GA, 30238 
3455 2375 OUSLEY CT, DECATUR, GA, 30032 
3456 712 WAMOCK DR, ALPHARETTA, GA, 30004 
3457 901 EMERSON AVE SE, ATLANTA, GA, 30316 
3458 251 ASHLAND CREEK CT SE, LAWRENCEVILLE, GA, 30045 
3459 4305 ROUND STONE DR SW, SNELLVILLE, GA, 30039 
3460 2881 SYLVAN RD, EAST POINT, GA, 30344 
3461 438 FEDORA WAY NW, ATLANTA, GA, 30331 
3462 3500 FINESSE DR, DECATUR, GA, 30032 
3463 2949 JUDYLYN DR, DECATUR, GA, 30033 
3464 5705 HAMPTON CT, ATLANTA, GA, 30349 
3465 1249 OLDFIELD RD, DECATUR, GA, 30030 
3466 845 CHARLES ALLEN DR NE, ATLANTA, GA, 30308 
3467 268 8TH ST NE, ATLANTA, GA, 30309 
3468 701 VININGS FOREST LN, SMYRNA, GA, 30080 
3469 3826 CLARENDON PL, REX, GA, 30273 
3470 232 SYDNEY ST SE, ATLANTA, GA, 30312 
3471 811 CHARLES ALLEN DR NE, ATLANTA, GA, 30308 
3472 1164 JILL LN SW, MARIETTA, GA, 30008 
3473 2204 TRAILWOOD DR, SMYRNA, GA, 30080 
3474 4009 HIDDEN HOLLOW DR, GAINESVILLE, GA, 30506 
3475 3339 ALEXIS CT, MARIETTA, GA, 30066 
3476 5525 YELLOW PINE DR, MCDONOUGH, GA, 30252 
3477 3674 CREEKSTONE PL, PEACHTREE CORNERS, GA, 30092 
3478 5991 GRAYWOOD CIR SE, MABLETON, GA, 30126 
3479 2596 WIGGINS ST, LITHONIA, GA, 30058 
3480 2252 BRANNEN RD SE, ATLANTA, GA, 30316 
3481 1820 PEACHTREE ST NW, ATLANTA, GA, 30309 
3482 746 BRENTWOOD PL, MARIETTA, GA, 30067 
3483 428 KARA LN, MCDONOUGH, GA, 30253 
3484 361 17TH ST, ATLANTA, GA, 30363 
3485 3465 TULIP DR, DECATUR, GA, 30032 
3486 1003 MASONS CREEK CIR, ATLANTA, GA, 30350 
3487 5555 SANDY CREEK RD, LOGANVILLE, GA, 30052 
3488 6862 DERBY AVE, FAIRBURN, GA, 30213 
3489 3101 ANTHONY DR, DECATUR, GA, 30033 
3490 4753 HIGHLAND AVE, SUGAR HILL, GA, 30518 
3491 2907 OXFORD WAY NW, DULUTH, GA, 30096 
3492 716 LAKEVIEW AVE NE, ATLANTA, GA, 30308 
3493 5761 WOODSIDE CROSSING, LITHONIA, GA, 30038 
3494 2355 FIELDSTONE DR SE, CONYERS, GA, 30013 
3495 652 GEORGIA WAY, WOODSTOCK, GA, 30188 
3496 2209 WINGATE ST SW, ATLANTA, GA, 30310 
3497 4562 GOVANETT RD, POWDER SPGS, GA, 30127 
3498 5559 ROCK SPRINGS RD, STONECREST, GA, 30038 
3499 997 CALLAHAN ST NW, ATLANTA, GA, 30318 
3500 212 GLENROSE CIR SW, ATLANTA, GA, 30354 
3501 1310 MAPLE VALLEY CT, UNION CITY, GA, 30291 
3502 3087 COLONIAL WAY, ATLANTA, GA, 30341 
3503 688 HENNEPIN TER, MCDONOUGH, GA, 30253 
3504 65 FAIR HAVEN WAY, SMYRNA, GA, 30080 
3505 2991 BROOKS DR, SNELLVILLE, GA, 30078 
3506 4745 AGATE DR, ALPHARETTA, GA, 30022 
3507 3885 WATERFORD PL, SUWANEE, GA, 30024 
3508 3575 BRIGHT STAR RD, DOUGLASVILLE, GA, 30135 
3509 250 HELEN LN, STOCKBRIDGE, GA, 30281 
3510 841 SUNSET PARK DR, SUWANEE, GA, 30024 
3511 13875 PORTSIDE COVE, ALPHARETTA, GA, 30004 
3512 1534 COVE CREEK CIR, NORCROSS, GA, 30093 
3513 2844 LYNDA PL, DECATUR, GA, 30032 
3514 2617 MIRIAM LN, DECATUR, GA, 30032 
3515 572 AUBURN AVE NE, ATLANTA, GA, 30312 
3516 5778 TRAMMELL RD, MORROW, GA, 30260 
3517 172 DRAKE ST NE, BUFORD, GA, 30518 
3518 6451 COURTNEY DR, WINSTON, GA, 30187 
3519 3053 HARTRIGHT BEND CT, DULUTH, GA, 30096 
3520 1221 EPWORTH ST SW, ATLANTA, GA, 30310 
3521 438 PARK AVE SE, ATLANTA, GA, 30312 
3522 2626 S HILLS, RIVERDALE, GA, 30296 
3523 1783 STONEY CREEK DR, ATLANTA, GA, 30316 
3524 209 COPPERBEND DR, AUSTELL, GA, 30168 
3525 3749 CHEROKEE OVERLOOK DR, CANTON, GA, 30115 
3526 5341 MEMORIAL LN, POWDER SPGS, GA, 30127 
3527 103 DOVE RISE, PEACHTREE CITY, GA, 30269 
3528 1977 RUGBY AVE, ATLANTA, GA, 30337 
3529 1103 NATCHEZ TRCE, ATLANTA, GA, 30350 
3530 4046 SHADY LANE DR SE, SMYRNA, GA, 30080 
3531 308 MORGANS TURN, PEACHTREE CITY, GA, 30269 
3532 493 ROBINSON AVE SE, ATLANTA, GA, 30315 
3533 871 SUNSET PARK DR, SUWANEE, GA, 30024 
3534 3677 HARVEST DR, DECATUR, GA, 30034 
3535 2152 SERENITY DR NW, ACWORTH, GA, 30101 
3536 2989 KAMMEYER LN, ATLANTA, GA, 30341 
3537 4273 ROBINSON ST, ACWORTH, GA, 30101 
3538 75 WEBB ST, ROSWELL, GA, 30075 
3539 231 OLYMPIC PL, DECATUR, GA, 30030 
3540 2531 BRENTWOOD CT, DECATUR, GA, 30032 
3541 413 DALLAS HWY, VILLA RICA, GA, 30180 
3542 314 3RD ST NE, ATLANTA, GA, 30308 
3543 4911 VALLEY DALE DR SW, LILBURN, GA, 30047 
3544 8580 OAKLEY RD, UNION CITY, GA, 30291 
3545 2708 AQUAMIST DR, DECATUR, GA, 30034 
3546 1170 GREENWICH ST SW, ATLANTA, GA, 30310 
3547 934 ROBERT JESSE DR, DACULA, GA, 30019 
3548 3192, Ardley Road Southwest, Atlanta, Fulton County, Georgia, 30311, United States 
3549 141 SPRUELL SPRINGS RD NE, ATLANTA, GA, 30342 
3550 110 ASTER CIR, ALPHARETTA, GA, 30022 
3551 333 LOSSIE LN, MCDONOUGH, GA, 30253 
3552 3959 MENLO DR, ATLANTA, GA, 30340 
3553 1655 PEACHTREE ST, ATLANTA, GA, 30309 
3554 6540 GROVE MEADOWS LN, CUMMING, GA, 30028 
3555 2161 PARK TER, ATLANTA, GA, 30337 
3556 1228 WEEPING GRASS WAY, LAWRENCEVILLE, GA, 30045 
3557 1204 LAKEVIEW DR NW, CONYERS, GA, 30012 
3558 225 MORTON CREEK CIR, ALPHARETTA, GA, 30022 
3559 6495 WELLINGTON CHASE CT, LITHONIA, GA, 30058 
3560 6844 WHITE WALNUT WAY, BRASELTON, GA, 30517 
3561 7765 OLD THYME RD, UNION CITY, GA, 30291 
3562 878 PARKWAY DR, SMYRNA, GA, 30080 
3563 300 MCKENDREE CT, BETHLEHEM, GA, 30620 
3564 5521 MARBUT RD, LITHONIA, GA, 30058 
3565 5321 CREEKVIEW WAY, MORROW, GA, 30260 
3566 8190 RICO RD, PALMETTO, GA, 30268 
3567 1768 MONROE DR NE, ATLANTA, GA, 30324 
3568 5925 S QUAIL DR, DOUGLASVILLE, GA, 30135 
3569 11643 DAVENPORT LN, JOHNS CREEK, GA, 30005 
3570 5022 HAWTHORNE CT, SMYRNA, GA, 30080 
3571 363 SAPPHIRE BEND, RIVERDALE, GA, 30296 
3572 1833 TULIP PETAL RD, AUBURN, GA, 30011 
3573 4254 SMITHSONIA CT, TUCKER, GA, 30084 
3574 168 BRENTWOOD LN, LOCUST GROVE, GA, 30248 
3575 2833 LYNDA PL, DECATUR, GA, 30032 
3576 3216 W SHADOWLAWN AVE NE, ATLANTA, GA, 30305 
3577 914 CANTERBURY RD NE, ATLANTA, GA, 30324 
3578 243 WILLIAMSBURG CIR, MCDONOUGH, GA, 30253 
3579 149 CLIFFSIDE CT, RIVERDALE, GA, 30274 
3580 2235 AZALEA DR, LOGANVILLE, GA, 30052 
3581 1866 STONEY CHASE DR, LAWRENCEVILLE, GA, 30044 
3582 1312 CHRISTMAS LN NE, ATLANTA, GA, 30329 
3583 2458 CRESCENT PARK CT, ATLANTA, GA, 30339 
3584 4725 STONEWALL TELL RD, ATLANTA, GA, 30349 
3585 315 BROOKS AVE SW, ATLANTA, GA, 30310 
3586 1995 WEE KIRK RD SE, ATLANTA, GA, 30316 
3587 1617 SAHALE FALLS DR, BRASELTON, GA, 30517 
3588 1747 KIMBERLY DR SW, MARIETTA, GA, 30008 
3589 68 PEACHTREE MEMORIAL DR NW, ATLANTA, GA, 30309 
3590 620 PEACHTREE ST, ATLANTA, GA, 30308 
3591 685 E MORNINGSIDE DR NE, ATLANTA, GA, 30324 
3592 815 S COBB DR, MARIETTA, GA, 30060 
3593 2269 WIND ROSE CT, LITHONIA, GA, 30058 
3594 1976 COLUMBIA DR, DECATUR, GA, 30032 
3595 878 PEACHTREE ST, ATLANTA, GA, 30309 
3596 Valley Hill Road, Riverdale, Clayton County, Georgia, 30274, United States 
3597 3255 KIMBERLY RD, KENNESAW, GA, 30144 
3598 3731 IVY LAWN DR, BUFORD, GA, 30519 
3599 3262 OAKCLIFF RD, DORAVILLE, GA, 30340 
3600 3110 BALLET CT, SMYRNA, GA, 30082 
3601 4622 CHERRY LN, TUCKER, GA, 30084 
3602 2121 CUMBERLAND CREEK TRL, MARIETTA, GA, 30008 
3603 463 DAISY TRL, LAWRENCEVILLE, GA, 30046 
3604 4685 NAVAHO CIR, COLLEGE PARK, GA, 30349 
3605 2269 SIDNEY DR, GAINESVILLE, GA, 30506 
3606 259 PALMS LN, MABLETON, GA, 30126 
3607 2769 CEDAR KAY TRL, DULUTH, GA, 30097 
3608 3634 PLATINA PARK CT, DECATUR, GA, 30034 
3609 6005 CHIMNEY SPRINGS RD, BUFORD, GA, 30518 
3610 4330 CALIDGE DR, FAIRBURN, GA, 30213 
3611 2307 STRATFORD CMNS, DECATUR, GA, 30033 
3612 448 TOWNSEND BEND, STOCKBRIDGE, GA, 30281 
3613 72 CURTIS RD, LAWRENCEVILLE, GA, 30046 
3614 38 ARGYLL DR, PEACHTREE CITY, GA, 30269 
3615 6985 ROCKING HORSE LN, CUMMING, GA, 30040 
3616 1806 REGENCY WOODS DR, BROOKHAVEN, GA, 30319 
3617 1350 STONELEIGH WAY, STONE MOUNTAIN, GA, 30088 
3618 130 26TH ST NW, ATLANTA, GA, 30309 
3619 1877 CAMELLIA DR, DECATUR, GA, 30032 
3620 1242 N CLIFF VALLEY WAY NE, ATLANTA, GA, 30319 
3621 81 WILLS DR, ALPHARETTA, GA, 30009 
3622 1116 MAGNOLIA WAY SE, SMYRNA, GA, 30082 
3623 481 NEW HOPE RD, FAYETTEVILLE, GA, 30214 
3624 410 FORESTGATE CT, SANDY SPRINGS, GA, 30350 
3625 2666 ABILENE TRL SW, SNELLVILLE, GA, 30078 
3626 3910 DALWOOD DR, SUWANEE, GA, 30024 
3627 1843 BRITTLEBANK LN, LAWRENCEVILLE, GA, 30043 
3628 6590 SLEEPY HOLLOW LN, MORROW, GA, 30260 
3629 3290 SUMMERPOINT CROSSING, CUMMING, GA, 30028 
3630 2911 CARDINAL LAKE DR NW, DULUTH, GA, 30096 
3631 7162 STONINGTON DR NE, SANDY SPRINGS, GA, 30328 
3632 2413 LESLIE BROOK DR, DECATUR, GA, 30035 
3633 155 PEYTON PL SW, ATLANTA, GA, 30311 
3634 997 MCLYNN AVE NE, ATLANTA, GA, 30306 
3635 375 OXFORD MEADOW RUN, MILTON, GA, 30004 
3636 1531 PARK KNOLL TRL NE, LAWRENCEVILLE, GA, 30043 
3637 3001 NORTHWEST CT, KENNESAW, GA, 30152 
3638 93 STRATFORD DR NW, ATLANTA, GA, 30311 
3639 1719 BARNESDALE WAY NE, ATLANTA, GA, 30309 
3640 1995 WHEYLON DR, LAWRENCEVILLE, GA, 30044 
3641 5045 SPALDING DR, ATLANTA, GA, 30350 
3642 3043 BELL AVE, EAST POINT, GA, 30344 
3643 1605 BROAD ST NE, CONYERS, GA, 30012 
3644 4109 GREEN HAWK TRL, DECATUR, GA, 30035 
3645 4150 MCCLESKY DR, MARIETTA, GA, 30066 
3646 4650 EVANDALE WAY, CUMMING, GA, 30040 
3647 33 FAIR HAVEN WAY, SMYRNA, GA, 30080 
3648 150 CROSS CREEK DR, LILBURN, GA, 30047 
3649 3173 CANARY CT, DECATUR, GA, 30032 
3650 175 PINE TER, PALMETTO, GA, 30268 
3651 7105 DUNCAN WALK, MCDONOUGH, GA, 30252 
3652 3976 BRIGHT STAR RD, DOUGLASVILLE, GA, 30135 
3653 6433 BOYETT DR NW, NORCROSS, GA, 30093 
3654 288 PROSPECT PL NE, ATLANTA, GA, 30312 
3655 2780 MAYFAIR DR, CUMMING, GA, 30040 
3656 100 RANDOLPH ST NE, ATLANTA, GA, 30312 
3657 2541 HEADLAND DR, EAST POINT, GA, 30344 
3658 665 BRAND SOUTH TRL, LAWRENCEVILLE, GA, 30046 
3659 2740 SHELTER COVE, DULUTH, GA, 30096 
3660 1821 ROBLE DR, ATLANTA, GA, 30349 
3661 5180 PINELAND CT, MABLETON, GA, 30126 
3662 2354 PINEWOOD DR, DECATUR, GA, 30032 
3663 120 GRAN DE CT, ATLANTA, GA, 30349 
3664 1601 CHERRY HILL LN SW, CONYERS, GA, 30094 
3665 3807 MEMORIAL PKWY NW, KENNESAW, GA, 30152 
3666 2435 WOOD VALLEY DR, EAST POINT, GA, 30344 
3667 625 IDLEWOOD DR NW, ATLANTA, GA, 30327 
3668 1084 COUNTRY LN NE, ATLANTA, GA, 30324 
3669 4740 BRIDLE POINT PKWY SW, SNELLVILLE, GA, 30039 
3670 2150 BANKSTON CIR, SNELLVILLE, GA, 30078 
3671 1932 NEELY AVE, ATLANTA, GA, 30344 
3672 3993 SNAPFINGER WAY, DECATUR, GA, 30035 
3673 3212 WARD DR SW, ATLANTA, GA, 30354 
3674 128 STAMFORD AVE, PEACHTREE CITY, GA, 30269 
3675 1340 MILLSTONE DR, ALPHARETTA, GA, 30004 
3676 2290 WINTHROPE WAY DR, ALPHARETTA, GA, 30009 
3677 1800 SACKETTS DR, LAWRENCEVILLE, GA, 30043 
3678 217 WINDGATE CT, PEACHTREE CITY, GA, 30269 
3679 561 DASHEILL LN, COLLEGE PARK, GA, 30349 
3680 869 CAPITOL VIEW AVE NW, ATLANTA, GA, 30318 
3681 87 HOWARD ST NE, ATLANTA, GA, 30317 
3682 170 WINDCROFT LN, ACWORTH, GA, 30101 
3683 4020 WASHINGTON RD, EAST POINT, GA, 30344 
3684 2396 LANIER WAY, SNELLVILLE, GA, 30078 
3685 1742 MONROE DR NE, ATLANTA, GA, 30324 
3686 2017 LINDSEY LN, DECATUR, GA, 30035 
3687 461 TRABERT AVE NW, ATLANTA, GA, 30309 
3688 1580 OLYMPIAN WAY SW, ATLANTA, GA, 30310 
3689 3463 PARC DR SW, ATLANTA, GA, 30311 
3690 2270 TITAN RIDGE DR, DECATUR, GA, 30035 
3691 5620 CRESTWICK WAY, CUMMING, GA, 30040 
3692 914 BANK ST SE, SMYRNA, GA, 30080 
3693 774 PIEDMONT WAY NE, ATLANTA, GA, 30324 
3694 119 DRIFTWOOD PL, DECATUR, GA, 30030 
3695 785 LAKE AVE NE, ATLANTA, GA, 30307 
3696 1105 AVONDALE AVE SE, ATLANTA, GA, 30312 
3697 4645 VALAIS CT, ALPHARETTA, GA, 30022 
3698 2449 RAVEN CIR, LITHONIA, GA, 30058 
3699 6403 CHARTER WAY, LITHONIA, GA, 30058 
3700 1555 BRISBANE DR, DACULA, GA, 30019 
3701 615 RIDGECREST RD NE, ATLANTA, GA, 30307 
3702 451 CLEAR BLUE WAY, MCDONOUGH, GA, 30253 
3703 1360 HIDDEN CIR, SUGAR HILL, GA, 30518 
3704 879 LANGSTON TRCE, STONE MOUNTAIN, GA, 30083 
3705 5200 PEACHTREE RD, CHAMBLEE, GA, 30341 
3706 226 LEGENDS TRCE, MCDONOUGH, GA, 30253 
3707 2055 MARLIN DR, MCDONOUGH, GA, 30253 
3708 2235 CASTLE LAKE DR, TYRONE, GA, 30290 
3709 2822 BATTLE FORREST DR, DECATUR, GA, 30034 
3710 913 NEW HOPE RD, LAWRENCEVILLE, GA, 30045 
3711 2295 WINTHROPE WAY DR, ALPHARETTA, GA, 30009 
3712 1202 MISTYHAYNES WAY, GRAYSON, GA, 30017 
3713 2430 FERN VALLEY CT, EAST POINT, GA, 30344 
3714 280 VALLEY VIEW DR, FAIRBURN, GA, 30213 
3715 1710 ALETA DR NE, MARIETTA, GA, 30066 
3716 4810 FRONTIER DR, CUMMING, GA, 30028 
3717 1004 GALLOWAY RIDGE CT NE, LAWRENCEVILLE, GA, 30045 
3718 4661 HUNTSMAN BEND, DECATUR, GA, 30034 
3719 2236 CHESTNUT HILL CIR, DECATUR, GA, 30032 
3720 1113 MISTY MEADOWS COVE, HAMPTON, GA, 30228 
3721 60 INMAN CIR NE, ATLANTA, GA, 30309 
3722 178 MELODY LN, LAWRENCEVILLE, GA, 30043 
3723 6670 SHADY RIDGE LN, AUSTELL, GA, 30168 
3724 3355 RENAULT RD SE, ATLANTA, GA, 30354 
3725 1713 TAYLOR OAKS DR, LAWRENCEVILLE, GA, 30043 
3726 3351 OWENS BROOK WAY NW, KENNESAW, GA, 30152 
3727 872 HARWELL RD NW, ATLANTA, GA, 30318 
3728 528 EMILY PL NW, ATLANTA, GA, 30318 
3729 260 FOX CREEK BLVD, WOODSTOCK, GA, 30188 
3730 2194 OAKRILL CT, MARIETTA, GA, 30062 
3731 1120 METROPOLITAN PKWY SW, ATLANTA, GA, 30310 
3732 1376 DAVID CIR, DECATUR, GA, 30032 
3733 695 WILSON MILL RD SW, ATLANTA, GA, 30331 
3734 1831 LILY VALLEY DR, LAWRENCEVILLE, GA, 30045 
3735 5853 RIDGEDALE CT, GAINESVILLE, GA, 30506 
3736 301 ARBOR PL, LOGANVILLE, GA, 30052 
3737 5983 LANDERS LOOP, FAIRBURN, GA, 30213 
3738 766 MCLENDON DR, SCOTTDALE, GA, 30079 
3739 1423 WILSHIRE WAY, MCDONOUGH, GA, 30253 
3740 1983 KENWOOD PL, SMYRNA, GA, 30082 
3741 2483 NORWOOD DR, SMYRNA, GA, 30080 
3742 338 7TH ST NE, ATLANTA, GA, 30308 
3743 1672 TUNBRIDGE LN, LAWRENCEVILLE, GA, 30043 
3744 4030 KIMBALL BRIDGE RD, ALPHARETTA, GA, 30022 
3745 4402 INCOME CIR, ELLENWOOD, GA, 30294 
3746 1796 DEVON DR, ATLANTA, GA, 30311 
3747 3359 HEMPHILL ST, COLLEGE PARK, GA, 30337 
3748 224 FARMBROOK PKWY, STOCKBRIDGE, GA, 30281 
3749 3063 KENTMERE DR, CUMMING, GA, 30040 
3750 608 SEDONA LOOP, HAMPTON, GA, 30228 
3751 294 MCDONOUGH RD, FAYETTEVILLE, GA, 30214 
3752 4183 NORTHSTRAND DR, DECATUR, GA, 30035 
3753 911 HOLLYFAX CIR NE, SANDY SPRINGS, GA, 30328 
3754 704 CEDAR CHASE CIR NE, ATLANTA, GA, 30324 
3755 3124 ROBIN RD, DECATUR, GA, 30032 
3756 112 HAWKSTONE WAY, JOHNS CREEK, GA, 30022 
3757 4024 TWO BRIDGE CT, BUFORD, GA, 30518 
3758 571 WIMBLEDON RD NE, ATLANTA, GA, 30324 
3759 1302 WESTCHESTER RIDGE NE, ATLANTA, GA, 30329 
3760 5646 ONE LAKE WAY, COLLEGE PARK, GA, 30349 
3761 3463 AZTEC RD, ATLANTA, GA, 30340 
3762 6335 CAROLINE CT, AUSTELL, GA, 30168 
3763 577 KURTZ RD, MARIETTA, GA, 30066 
3764 455 MORNING CREEK LN, SUWANEE, GA, 30024 
3765 2910 DIANA DR SW, ATLANTA, GA, 30315 
3766 2128 CARLYSLE CREEK DR, LAWRENCEVILLE, GA, 30044 
3767 1011 VIRGINIA OAK LN, LAWRENCEVILLE, GA, 30045 
3768 7148 SILVER MINE CROSSING, AUSTELL, GA, 30168 
3769 290 WINDING RIVER DR NE, SANDY SPRINGS, GA, 30350 
3770 6286 DAVID LN SW, MABLETON, GA, 30126 
3771 141 AYERS AVE, MARIETTA, GA, 30060 
3772 2066 PERKERSON RD SW, ATLANTA, GA, 30310 
3773 4072 ARABIAN WAY SW, SNELLVILLE, GA, 30039 
3774 117 HUDSON BRIDGE TER, STOCKBRIDGE, GA, 30281 
3775 7395 GLISTEN AVE NE, SANDY SPRINGS, GA, 30328 
3776 2308 DEFOORS FERRY RD NW, ATLANTA, GA, 30318 
3777 5155 ROSWELL RD, ATLANTA, GA, 30342 
3778 442 PLANTATION BLVD, LAWRENCEVILLE, GA, 30046 
3779 754 DUNLOP WAY, ATLANTA, GA, 30312 
3780 920 MEMORIAL DR SE, ATLANTA, GA, 30316 
3781 19 ASHTON WOODS DR, MARIETTA, GA, 30068 
3782 1194 CLICHY CT, MARIETTA, GA, 30066 
3783 3357 OAK DR SW, SNELLVILLE, GA, 30078 
3784 1080 PEACHTREE ST, ATLANTA, GA, 30309 
3785 883 MEADOW ROCK DR, STONE MOUNTAIN, GA, 30083 
3786 1742 LYNN LN, DECATUR, GA, 30032 
3787 3590 SALEM GLEN RD, LITHONIA, GA, 30038 
3788 1280 PEACHTREE ST, ATLANTA, GA, 30309 
3789 175 MEADOWOOD LN, TYRONE, GA, 30290 
3790 6900 ROSWELL RD, ATLANTA, GA, 30328 
3791 1450 RIVERROCK TRL, RIVERDALE, GA, 30296 
3792 1450 MIDLAWN DR, DECATUR, GA, 30032 
3793 111 ABBOTSFORD DR, VILLA RICA, GA, 30180 
3794 1991 PLANTATION LN, CHAMBLEE, GA, 30341 
3795 777 KILLIAN HILL RD SW, LILBURN, GA, 30047 
3796 898 MONROE CIR NE, ATLANTA, GA, 30308 
3797 1766 BREWER BLVD SW, ATLANTA, GA, 30310 
3798 5784 SHARON DR NW, NORCROSS, GA, 30071 
3799 1367 WOMACK AVE, EAST POINT, GA, 30344 
3800 1153 DUNWOODY VILLAGE DR, ATLANTA, GA, 30338 
3801 4323 AUTUMN HILL DR, STONE MOUNTAIN, GA, 30083 
3802 3524 ORCHARD ST, CLARKSTON, GA, 30021 
3803 2009 HIBERNIA AVE, DECATUR, GA, 30030 
3804 1259 CHINON PT, LITHONIA, GA, 30058 
3805 4802 GLENWOOD RD, DECATUR, GA, 30035 
3806 2432 SARDIS CHASE CT, BUFORD, GA, 30519 
3807 201 FAIR ST, LOGANVILLE, GA, 30052 
3808 1201 HANOVER PL, ALPHARETTA, GA, 30009 
3809 1408 OAKVIEW RD, DECATUR, GA, 30030 
3810 1929 HERITAGE DR SW, CONYERS, GA, 30094 
3811 2416 DODSON DR, EAST POINT, GA, 30344 
3812 4640 PLEASANT WOODS DR, CUMMING, GA, 30028 
3813 1900 MONROE DR NE, ATLANTA, GA, 30324 
3814 3795 MICHAELS CREEK WAY, LOGANVILLE, GA, 30052 
3815 3636 CARRIAGE WAY, EAST POINT, GA, 30344 
3816 2740 BONNYBROOK DR SW, ATLANTA, GA, 30311 
3817 3206 PACES MILL RD SE, ATLANTA, GA, 30339 
3818 3150 BERKSHIRE MANOR DR, ALPHARETTA, GA, 30022 
3819 2794 TREADWAY DR, DECATUR, GA, 30034 
3820 6059 ARDEN CT, MORROW, GA, 30260 
3821 1210 ALLGOOD RD, STONE MOUNTAIN, GA, 30083 
3822 4767 DUNCAN DR, POWDER SPGS, GA, 30127 
3823 4157 CEDAR VALLEY LN, CONLEY, GA, 30288 
3824 1112 EVELYN DR, FOREST PARK, GA, 30297 
3825 4201 VILLAGE SQUARE LN, STONE MOUNTAIN, GA, 30083 
3826 720 PROVINCE PL, ATLANTA, GA, 30312 
